,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,LG18P_BARN,LG18P_KOBE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,LG18PNone,LG18P_BARN_pct,LG18P_KOBE_pct,LG18PNone_pct
6219,55133,1799,Brookfield,1354,41,59,97,45,345,1799,1.0,0.7526403557531962,0.022790439132851583,0.032795997776542525,0.19177320733740968,1657,0.05391884380211229,0.02501389660922735,0.9210672595886603
6220,55133,1410,Brookfield,987,26,34,85,43,363,1410,1.0,0.7,0.018439716312056736,0.024113475177304965,0.2574468085106383,1282,0.06028368794326241,0.03049645390070922,0.9092198581560283
6221,55133,1409,Brookfield,1231,19,30,99,44,129,1409,1.0,0.8736692689850958,0.0134847409510291,0.021291696238467,0.09155429382540808,1266,0.07026259758694109,0.031227821149751596,0.8985095812633073
6222,55133,1493,Brookfield,1174,38,30,74,33,251,1493,1.0,0.7863362357669123,0.025452109845947757,0.020093770931011386,0.1681178834561286,1386,0.04956463496316142,0.022103148024112524,0.9283322170127261
6223,55133,1069,Brookfield,908,16,21,60,25,124,1069,1.0,0.8493919550982226,0.014967259120673527,0.019644527595884004,0.11599625818521983,984,0.05612722170252572,0.023386342376052385,0.9204864359214219
6224,55133,1208,Brookfield,1072,15,29,78,39,92,1208,1.0,0.8874172185430463,0.012417218543046357,0.024006622516556293,0.076158940397351,1091,0.06456953642384106,0.03228476821192053,0.9031456953642384
6225,55133,520,Brookfield,465,8,11,30,9,36,520,1.0,0.8942307692307693,0.015384615384615385,0.021153846153846155,0.06923076923076923,481,0.057692307692307696,0.01730769230769231,0.925
6226,55133,1470,Brookfield,1184,18,27,94,43,241,1470,1.0,0.8054421768707483,0.012244897959183673,0.018367346938775512,0.16394557823129252,1333,0.06394557823129252,0.029251700680272108,0.9068027210884354
6227,55133,1031,Brookfield,891,9,27,82,36,104,1031,1.0,0.8642095053346266,0.008729388942774006,0.026188166828322017,0.1008729388942774,913,0.07953443258971872,0.03491755577109602,0.8855480116391853
6228,55133,1153,Brookfield,946,38,44,59,24,125,1153,1.0,0.8204683434518647,0.03295750216825672,0.03816131830008673,0.10841283607979185,1070,0.05117085862966175,0.020815264527320035,0.9280138768430182
6229,55133,1490,Brookfield,1097,36,31,69,40,326,1490,1.0,0.736241610738255,0.024161073825503355,0.02080536912751678,0.21879194630872484,1381,0.046308724832214765,0.026845637583892617,0.9268456375838926
6230,55133,1136,Brookfield,878,10,42,74,32,206,1136,1.0,0.772887323943662,0.008802816901408451,0.03697183098591549,0.1813380281690141,1030,0.06514084507042253,0.028169014084507043,0.9066901408450704
6231,55133,1717,Brookfield,1264,59,58,93,39,336,1717,1.0,0.7361677344205009,0.0343622597553873,0.0337798485730926,0.1956901572510192,1585,0.054164239953407106,0.022714036109493303,0.9231217239370996
6232,55133,1300,Brookfield,1088,23,55,69,37,134,1300,1.0,0.8369230769230769,0.01769230769230769,0.04230769230769231,0.10307692307692308,1194,0.05307692307692308,0.02846153846153846,0.9184615384615384
6233,55133,1566,Brookfield,1344,26,69,119,38,127,1566,1.0,0.8582375478927203,0.016602809706257982,0.044061302681992334,0.08109833971902937,1409,0.07598978288633461,0.024265644955300127,0.8997445721583652
6235,55133,1111,Brookfield,933,19,53,37,18,106,1111,1.0,0.8397839783978398,0.017101710171017102,0.04770477047704771,0.09540954095409541,1056,0.0333033303330333,0.016201620162016202,0.9504950495049505
6236,55133,394,Brookfield,275,23,25,26,16,71,394,1.0,0.6979695431472082,0.0583756345177665,0.06345177664974619,0.1802030456852792,352,0.06598984771573604,0.04060913705583756,0.8934010152284264
6237,55133,547,Brookfield,457,14,18,32,16,58,547,1.0,0.8354661791590493,0.025594149908592323,0.03290676416819013,0.10603290676416818,499,0.05850091407678245,0.029250457038391225,0.9122486288848263
6238,55133,525,Brookfield,460,23,15,34,16,27,525,1.0,0.8761904761904762,0.04380952380952381,0.02857142857142857,0.05142857142857143,475,0.06476190476190476,0.030476190476190476,0.9047619047619048
6239,55133,493,Brookfield,454,11,15,34,20,13,493,1.0,0.920892494929006,0.02231237322515213,0.030425963488843813,0.02636916835699797,439,0.06896551724137931,0.04056795131845842,0.8904665314401623
6240,55133,845,Brookfield,795,11,16,58,35,23,845,1.0,0.9408284023668639,0.01301775147928994,0.01893491124260355,0.027218934911242602,752,0.06863905325443787,0.04142011834319527,0.8899408284023669
6241,55133,505,Brookfield,457,5,4,35,21,39,505,1.0,0.904950495049505,0.009900990099009901,0.007920792079207921,0.07722772277227723,449,0.06930693069306931,0.041584158415841586,0.8891089108910891
6242,55133,256,Brookfield,234,3,8,18,11,11,256,1.0,0.9140625,0.01171875,0.03125,0.04296875,227,0.0703125,0.04296875,0.88671875
6243,55133,345,Brookfield,305,3,8,20,13,29,345,1.0,0.8840579710144928,0.008695652173913044,0.02318840579710145,0.08405797101449275,312,0.057971014492753624,0.03768115942028986,0.9043478260869565
6244,55133,467,Brookfield,357,22,10,26,13,78,467,1.0,0.7644539614561028,0.047109207708779445,0.021413276231263382,0.1670235546038544,428,0.055674518201284794,0.027837259100642397,0.9164882226980728
6245,55133,392,Butler,358,9,12,18,10,13,392,1.0,0.9132653061224489,0.02295918367346939,0.030612244897959183,0.03316326530612245,364,0.04591836734693878,0.025510204081632654,0.9285714285714286
6246,55133,379,Butler,334,15,15,17,9,15,379,1.0,0.8812664907651715,0.0395778364116095,0.0395778364116095,0.0395778364116095,353,0.044854881266490766,0.023746701846965697,0.9313984168865436
6247,55133,653,Butler,506,73,22,28,14,52,653,1.0,0.774885145482389,0.11179173047473201,0.033690658499234305,0.07963246554364471,611,0.042879019908116385,0.021439509954058193,0.9356814701378254
6248,55133,429,Chenequa,415,2,8,16,7,4,429,1.0,0.9673659673659674,0.004662004662004662,0.018648018648018648,0.009324009324009324,406,0.037296037296037296,0.016317016317016316,0.9463869463869464
6249,55133,515,Delafield,485,2,11,24,10,17,515,1.0,0.941747572815534,0.003883495145631068,0.021359223300970873,0.03300970873786408,481,0.04660194174757282,0.019417475728155338,0.9339805825242719
6250,55133,447,Delafield,428,3,8,24,10,8,447,1.0,0.9574944071588367,0.006711409395973154,0.017897091722595078,0.017897091722595078,413,0.053691275167785234,0.02237136465324385,0.9239373601789709
6251,55133,291,Delafield,277,0,8,16,7,6,291,1.0,0.9518900343642611,0.0,0.027491408934707903,0.020618556701030927,268,0.054982817869415807,0.024054982817869417,0.9209621993127147
6252,55133,494,Delafield,481,1,9,26,11,3,494,1.0,0.9736842105263158,0.0020242914979757085,0.018218623481781375,0.006072874493927126,457,0.05263157894736842,0.022267206477732792,0.9251012145748988
6253,55133,352,Delafield,329,0,3,18,8,20,352,1.0,0.9346590909090909,0.0,0.008522727272727272,0.056818181818181816,326,0.05113636363636364,0.022727272727272728,0.9261363636363636
6254,55133,537,Delafield,496,0,19,28,12,22,537,1.0,0.9236499068901304,0.0,0.035381750465549346,0.040968342644320296,497,0.0521415270018622,0.0223463687150838,0.925512104283054
6255,55133,642,Delafield,593,2,11,20,8,36,642,1.0,0.9236760124610592,0.003115264797507788,0.017133956386292833,0.056074766355140186,614,0.03115264797507788,0.012461059190031152,0.956386292834891
6256,55133,365,Delafield,323,4,16,19,8,22,365,1.0,0.8849315068493151,0.010958904109589041,0.043835616438356165,0.06027397260273973,338,0.052054794520547946,0.021917808219178082,0.9260273972602739
6257,55133,240,Delafield,217,2,0,16,6,21,240,1.0,0.9041666666666667,0.008333333333333333,0.0,0.0875,218,0.06666666666666667,0.025,0.9083333333333333
6258,55133,264,Delafield,250,1,3,13,5,10,264,1.0,0.946969696969697,0.003787878787878788,0.011363636363636364,0.03787878787878788,246,0.04924242424242424,0.01893939393939394,0.9318181818181818
6259,55133,495,Delafield,471,3,10,24,10,11,495,1.0,0.9515151515151515,0.006060606060606061,0.020202020202020204,0.022222222222222223,461,0.048484848484848485,0.020202020202020204,0.9313131313131313
6260,55133,253,Delafield,237,0,3,15,6,13,253,1.0,0.9367588932806324,0.0,0.011857707509881422,0.05138339920948617,232,0.05928853754940711,0.023715415019762844,0.9169960474308301
6261,55133,440,Delafield,419,2,10,20,8,9,440,1.0,0.9522727272727273,0.004545454545454545,0.022727272727272728,0.020454545454545454,412,0.045454545454545456,0.01818181818181818,0.9363636363636364
6262,55133,449,Delafield,409,7,13,20,9,20,449,1.0,0.910913140311804,0.015590200445434299,0.028953229398663696,0.044543429844097995,420,0.044543429844097995,0.0200445434298441,0.9354120267260579
6263,55133,532,Delafield,478,7,6,21,11,41,532,1.0,0.8984962406015038,0.013157894736842105,0.011278195488721804,0.07706766917293233,500,0.039473684210526314,0.020676691729323307,0.9398496240601504
6264,55133,677,Delafield,624,3,12,29,15,38,677,1.0,0.9217134416543574,0.004431314623338257,0.01772525849335303,0.056129985228951254,633,0.04283604135893648,0.022156573116691284,0.9350073855243722
6265,55133,856,Delafield,799,0,16,32,13,41,856,1.0,0.9334112149532711,0.0,0.018691588785046728,0.04789719626168224,811,0.037383177570093455,0.015186915887850467,0.947429906542056
6266,55133,596,Delafield,554,1,21,26,10,20,596,1.0,0.9295302013422819,0.0016778523489932886,0.03523489932885906,0.03355704697986577,560,0.0436241610738255,0.016778523489932886,0.9395973154362416
6267,55133,652,Delafield,632,2,4,27,14,14,652,1.0,0.9693251533742331,0.003067484662576687,0.006134969325153374,0.02147239263803681,611,0.04141104294478527,0.02147239263803681,0.9371165644171779
6268,55133,390,Delafield,352,0,10,17,9,28,390,1.0,0.9025641025641026,0.0,0.02564102564102564,0.07179487179487179,364,0.04358974358974359,0.023076923076923078,0.9333333333333333
6269,55133,746,Delafield,659,4,54,30,19,29,746,1.0,0.8833780160857909,0.005361930294906166,0.07238605898123325,0.0388739946380697,697,0.040214477211796246,0.02546916890080429,0.9343163538873994
6270,55133,334,Delafield,309,5,8,13,7,12,334,1.0,0.9251497005988024,0.014970059880239521,0.023952095808383235,0.03592814371257485,314,0.038922155688622756,0.020958083832335328,0.9401197604790419
6271,55133,608,Delafield,582,10,9,42,17,7,608,1.0,0.9572368421052632,0.01644736842105263,0.014802631578947368,0.011513157894736841,549,0.06907894736842106,0.027960526315789474,0.9029605263157895
6272,55133,557,Delafield,531,0,16,43,17,10,557,1.0,0.9533213644524237,0.0,0.02872531418312388,0.017953321364452424,497,0.07719928186714542,0.03052064631956912,0.8922800718132855
6273,55133,315,Delafield,292,2,9,21,8,12,315,1.0,0.926984126984127,0.006349206349206349,0.02857142857142857,0.0380952380952381,286,0.06666666666666667,0.025396825396825397,0.9079365079365079
6274,55133,591,Dousman,558,1,19,22,17,13,591,1.0,0.9441624365482234,0.001692047377326565,0.032148900169204735,0.021996615905245348,552,0.03722504230118443,0.028764805414551606,0.934010152284264
6275,55133,755,Dousman,678,5,27,24,19,45,755,1.0,0.8980132450331125,0.006622516556291391,0.03576158940397351,0.059602649006622516,712,0.031788079470198675,0.025165562913907286,0.9430463576158941
6276,55133,529,Dousman,499,3,17,19,15,10,529,1.0,0.943289224952741,0.005671077504725898,0.03213610586011342,0.01890359168241966,495,0.035916824196597356,0.02835538752362949,0.9357277882797732
6278,55133,4,Dousman,0,0,4,0,0,0,4,1.0,0.0,0.0,1.0,0.0,4,0.0,0.0,1.0
6279,55133,723,Eagle,673,3,20,24,14,27,723,1.0,0.9308437067773168,0.004149377593360996,0.027662517289073305,0.03734439834024896,685,0.03319502074688797,0.019363762102351315,0.9474412171507607
6280,55133,850,Eagle,817,1,13,22,14,19,850,1.0,0.9611764705882353,0.001176470588235294,0.015294117647058824,0.02235294117647059,814,0.02588235294117647,0.01647058823529412,0.9576470588235294
6281,55133,714,Eagle,686,3,10,35,23,15,714,1.0,0.9607843137254902,0.004201680672268907,0.014005602240896359,0.02100840336134454,656,0.049019607843137254,0.03221288515406162,0.9187675070028011
6282,55133,578,Eagle,542,6,11,23,16,19,578,1.0,0.9377162629757786,0.010380622837370242,0.01903114186851211,0.0328719723183391,539,0.039792387543252594,0.02768166089965398,0.9325259515570934
6283,55133,615,Eagle,580,7,22,25,17,6,615,1.0,0.943089430894309,0.011382113821138212,0.03577235772357724,0.00975609756097561,573,0.04065040650406504,0.027642276422764227,0.9317073170731708
6284,55133,867,Eagle,819,4,19,35,23,25,867,1.0,0.9446366782006921,0.00461361014994233,0.02191464821222607,0.02883506343713956,809,0.040369088811995385,0.0265282583621684,0.9331026528258363
6285,55133,521,Elm Grove,477,8,10,45,12,26,521,1.0,0.9155470249520153,0.015355086372360844,0.019193857965451054,0.04990403071017274,464,0.08637236084452975,0.023032629558541268,0.8905950095969289
6294,55133,742,Elm Grove,672,6,26,58,16,38,742,1.0,0.9056603773584906,0.008086253369272238,0.03504043126684636,0.05121293800539083,668,0.07816711590296496,0.0215633423180593,0.9002695417789758
6295,55133,652,Elm Grove,617,0,13,53,15,22,652,1.0,0.946319018404908,0.0,0.019938650306748466,0.03374233128834356,584,0.08128834355828221,0.023006134969325152,0.8957055214723927
6296,55133,589,Elm Grove,534,7,18,47,13,30,589,1.0,0.9066213921901528,0.011884550084889643,0.030560271646859084,0.050933786078098474,529,0.07979626485568761,0.022071307300509338,0.8981324278438031
6297,55133,662,Elm Grove,625,1,3,66,22,33,662,1.0,0.9441087613293051,0.0015105740181268882,0.004531722054380665,0.04984894259818731,574,0.09969788519637462,0.03323262839879154,0.8670694864048338
6298,55133,561,Elm Grove,480,13,30,50,17,38,561,1.0,0.8556149732620321,0.023172905525846704,0.053475935828877004,0.0677361853832442,494,0.08912655971479501,0.030303030303030304,0.8805704099821747
6299,55133,507,Elm Grove,482,3,7,53,18,15,507,1.0,0.9506903353057199,0.005917159763313609,0.013806706114398421,0.029585798816568046,436,0.10453648915187377,0.03550295857988166,0.8599605522682445
6300,55133,591,Elm Grove,547,2,17,64,22,25,591,1.0,0.9255499153976311,0.00338409475465313,0.028764805414551606,0.04230118443316413,505,0.10829103214890017,0.03722504230118443,0.8544839255499154
6301,55133,288,Genesee,275,0,5,13,5,8,288,1.0,0.9548611111111112,0.0,0.017361111111111112,0.027777777777777776,270,0.04513888888888889,0.017361111111111112,0.9375
6302,55133,419,Genesee,401,0,2,25,13,16,419,1.0,0.9570405727923628,0.0,0.00477326968973747,0.03818615751789976,381,0.059665871121718374,0.031026252983293555,0.9093078758949881
6303,55133,273,Genesee,253,0,9,14,6,11,273,1.0,0.9267399267399268,0.0,0.03296703296703297,0.040293040293040296,253,0.05128205128205128,0.02197802197802198,0.9267399267399268
6304,55133,666,Genesee,642,0,9,39,21,15,666,1.0,0.963963963963964,0.0,0.013513513513513514,0.02252252252252252,606,0.05855855855855856,0.03153153153153153,0.9099099099099099
6305,55133,488,Genesee,465,0,7,24,10,16,488,1.0,0.9528688524590164,0.0,0.014344262295081968,0.03278688524590164,454,0.04918032786885246,0.020491803278688523,0.930327868852459
6306,55133,828,Genesee,762,6,28,38,28,32,828,1.0,0.9202898550724637,0.007246376811594203,0.033816425120772944,0.03864734299516908,762,0.04589371980676329,0.033816425120772944,0.9202898550724637
6307,55133,670,Genesee,616,2,32,32,23,20,670,1.0,0.9194029850746268,0.0029850746268656717,0.04776119402985075,0.029850746268656716,615,0.04776119402985075,0.034328358208955224,0.917910447761194
6308,55133,676,Genesee,648,5,9,34,25,14,676,1.0,0.9585798816568047,0.0073964497041420114,0.013313609467455622,0.020710059171597635,617,0.05029585798816568,0.03698224852071006,0.9127218934911243
6309,55133,685,Genesee,638,1,32,34,15,14,685,1.0,0.9313868613138686,0.00145985401459854,0.04671532846715328,0.020437956204379562,636,0.049635036496350364,0.021897810218978103,0.9284671532846716
6310,55133,739,Genesee,711,2,13,43,24,13,739,1.0,0.9621109607577808,0.0027063599458728013,0.017591339648173207,0.017591339648173207,672,0.058186738836265225,0.03247631935047361,0.9093369418132612
6311,55133,579,Hartland,492,6,30,22,11,51,579,1.0,0.8497409326424871,0.010362694300518135,0.05181347150259067,0.08808290155440414,546,0.037996545768566495,0.018998272884283247,0.9430051813471503
6312,55133,536,Hartland,486,10,12,24,13,28,536,1.0,0.9067164179104478,0.018656716417910446,0.022388059701492536,0.05223880597014925,499,0.04477611940298507,0.024253731343283583,0.9309701492537313
6313,55133,526,Hartland,500,2,15,25,13,9,526,1.0,0.9505703422053232,0.0038022813688212928,0.028517110266159697,0.017110266159695818,488,0.04752851711026616,0.024714828897338403,0.9277566539923955
6314,55133,604,Hartland,558,6,15,28,15,25,604,1.0,0.9238410596026491,0.009933774834437087,0.024834437086092714,0.041390728476821195,561,0.046357615894039736,0.024834437086092714,0.9288079470198676
6315,55133,535,Hartland,495,2,28,25,13,10,535,1.0,0.9252336448598131,0.003738317757009346,0.052336448598130844,0.018691588785046728,497,0.04672897196261682,0.024299065420560748,0.9289719626168225
6316,55133,772,Hartland,716,10,20,32,17,26,772,1.0,0.927461139896373,0.012953367875647668,0.025906735751295335,0.03367875647668394,723,0.04145077720207254,0.022020725388601035,0.9365284974093264
6317,55133,734,Hartland,655,9,31,35,18,39,734,1.0,0.8923705722070845,0.01226158038147139,0.04223433242506812,0.05313351498637602,681,0.047683923705722074,0.02452316076294278,0.9277929155313351
6318,55133,752,Hartland,698,6,13,30,16,35,752,1.0,0.9281914893617021,0.007978723404255319,0.017287234042553192,0.04654255319148936,706,0.0398936170212766,0.02127659574468085,0.9388297872340425
6319,55133,313,Hartland,304,0,1,14,7,8,313,1.0,0.9712460063897763,0.0,0.003194888178913738,0.025559105431309903,292,0.04472843450479233,0.022364217252396165,0.9329073482428115
6320,55133,453,Hartland,421,1,4,19,10,27,453,1.0,0.9293598233995585,0.002207505518763797,0.008830022075055188,0.059602649006622516,424,0.04194260485651214,0.02207505518763797,0.9359823399558499
6321,55133,711,Hartland,644,9,32,33,17,26,711,1.0,0.9057665260196905,0.012658227848101266,0.0450070323488045,0.03656821378340366,661,0.046413502109704644,0.02390998593530239,0.929676511954993
6322,55133,542,Hartland,456,2,26,19,10,58,542,1.0,0.8413284132841329,0.0036900369003690036,0.04797047970479705,0.1070110701107011,513,0.03505535055350553,0.01845018450184502,0.9464944649446494
6323,55133,66,Hartland,58,0,2,2,1,6,66,1.0,0.8787878787878788,0.0,0.030303030303030304,0.09090909090909091,63,0.030303030303030304,0.015151515151515152,0.9545454545454546
6324,55133,35,Hartland,31,0,0,0,0,4,35,1.0,0.8857142857142857,0.0,0.0,0.11428571428571428,35,0.0,0.0,1.0
6325,55133,228,Lac La Belle,226,1,1,26,4,0,228,1.0,0.9912280701754386,0.0043859649122807015,0.0043859649122807015,0.0,198,0.11403508771929824,0.017543859649122806,0.868421052631579
6326,55133,407,Lannon,352,9,9,16,11,37,407,1.0,0.8648648648648649,0.022113022113022112,0.022113022113022112,0.09090909090909091,380,0.03931203931203931,0.02702702702702703,0.9336609336609336
6327,55133,629,Lannon,583,3,10,18,13,33,629,1.0,0.9268680445151033,0.0047694753577106515,0.01589825119236884,0.05246422893481717,598,0.028616852146263912,0.02066772655007949,0.9507154213036566
6328,55133,1334,Lisbon,1282,0,29,48,30,23,1334,1.0,0.9610194902548725,0.0,0.021739130434782608,0.017241379310344827,1256,0.035982008995502246,0.022488755622188907,0.9415292353823088
6329,55133,1760,Lisbon,1643,19,37,47,49,61,1760,1.0,0.9335227272727272,0.010795454545454546,0.021022727272727273,0.03465909090909091,1664,0.026704545454545453,0.02784090909090909,0.9454545454545454
6330,55133,863,Lisbon,807,6,11,31,22,39,863,1.0,0.9351100811123986,0.006952491309385863,0.012746234067207415,0.04519119351100811,810,0.03592120509849363,0.02549246813441483,0.9385863267670915
6331,55133,1677,Lisbon,1565,7,43,65,28,62,1677,1.0,0.9332140727489565,0.0041741204531902205,0.02564102564102564,0.03697078115682767,1584,0.03875968992248062,0.016696481812760882,0.9445438282647585
6332,55133,1108,Lisbon,1033,7,18,46,19,50,1108,1.0,0.9323104693140795,0.00631768953068592,0.016245487364620937,0.04512635379061372,1043,0.04151624548736462,0.017148014440433214,0.9413357400722022
6333,55133,1413,Lisbon,1321,4,33,42,27,55,1413,1.0,0.9348903043170559,0.0028308563340410475,0.02335456475583864,0.038924274593064405,1344,0.029723991507430998,0.01910828025477707,0.9511677282377919
6334,55133,1739,Menomonee Falls,1641,47,20,106,77,31,1739,1.0,0.9436457734330075,0.02702702702702703,0.011500862564692352,0.017826336975273145,1556,0.06095457159286947,0.04427832087406555,0.894767107533065
6335,55133,1118,Menomonee Falls,1046,18,14,67,45,40,1118,1.0,0.9355992844364938,0.016100178890876567,0.012522361359570662,0.03577817531305903,1006,0.05992844364937388,0.04025044722719141,0.8998211091234347
6336,55133,1528,Menomonee Falls,1315,50,34,81,56,129,1528,1.0,0.8606020942408377,0.032722513089005235,0.02225130890052356,0.0844240837696335,1391,0.05301047120418848,0.03664921465968586,0.9103403141361257
6337,55133,785,Menomonee Falls,660,34,38,52,14,53,785,1.0,0.8407643312101911,0.04331210191082802,0.048407643312101914,0.06751592356687898,719,0.06624203821656051,0.017834394904458598,0.9159235668789809
6338,55133,1130,Menomonee Falls,1018,30,39,62,41,43,1130,1.0,0.9008849557522124,0.02654867256637168,0.034513274336283185,0.03805309734513274,1027,0.05486725663716814,0.036283185840707964,0.9088495575221239
6339,55133,1783,Menomonee Falls,1567,56,64,88,55,96,1783,1.0,0.878855860908581,0.03140773976444195,0.0358945597307908,0.0538418395961862,1640,0.049355019629837356,0.030846887268648347,0.9197980931015143
6340,55133,644,Menomonee Falls,550,16,27,32,27,51,644,1.0,0.8540372670807453,0.024844720496894408,0.04192546583850932,0.07919254658385093,585,0.049689440993788817,0.04192546583850932,0.9083850931677019
6341,55133,1499,Menomonee Falls,1233,69,62,53,43,135,1499,1.0,0.8225483655770514,0.046030687124749836,0.04136090727151434,0.09006004002668445,1403,0.035356904603068715,0.028685790527018012,0.9359573048699132
6342,55133,1301,Menomonee Falls,1131,57,47,57,33,66,1301,1.0,0.8693312836279785,0.043812451960030745,0.0361260568793236,0.05073020753266718,1211,0.043812451960030745,0.02536510376633359,0.9308224442736357
6343,55133,1035,Menomonee Falls,948,18,23,57,26,46,1035,1.0,0.9159420289855073,0.017391304347826087,0.022222222222222223,0.044444444444444446,952,0.05507246376811594,0.025120772946859903,0.9198067632850242
6344,55133,1189,Menomonee Falls,974,77,13,83,25,125,1189,1.0,0.8191757779646762,0.06476030277544155,0.010933557611438183,0.10513036164844407,1081,0.06980656013456686,0.021026072329688814,0.9091673675357443
6345,55133,890,Menomonee Falls,708,68,27,50,15,87,890,1.0,0.7955056179775281,0.07640449438202247,0.030337078651685393,0.09775280898876404,825,0.056179775280898875,0.016853932584269662,0.9269662921348315
6346,55133,1469,Menomonee Falls,1307,47,28,68,52,87,1469,1.0,0.8897208985704561,0.031994554118447927,0.01906058543226685,0.05922396187882913,1349,0.04628999319264806,0.035398230088495575,0.9183117767188563
6347,55133,1603,Menomonee Falls,1408,61,26,112,53,108,1603,1.0,0.8783530879600748,0.038053649407361195,0.016219588271990017,0.06737367436057393,1438,0.06986899563318777,0.0330630068621335,0.8970679975046787
6348,55133,1457,Menomonee Falls,1321,46,26,86,38,64,1457,1.0,0.9066575154426905,0.031571722717913524,0.017844886753603295,0.04392587508579272,1333,0.059025394646533974,0.02608098833218943,0.9148936170212766
6349,55133,835,Menomonee Falls,739,24,19,37,23,53,835,1.0,0.8850299401197604,0.02874251497005988,0.022754491017964073,0.06347305389221557,775,0.04431137724550898,0.027544910179640718,0.9281437125748503
6350,55133,1716,Menomonee Falls,1351,144,45,88,50,176,1716,1.0,0.7872960372960373,0.08391608391608392,0.026223776223776224,0.10256410256410256,1578,0.05128205128205128,0.029137529137529136,0.9195804195804196
6351,55133,1462,Menomonee Falls,1120,100,34,67,29,208,1462,1.0,0.7660738714090287,0.06839945280437756,0.023255813953488372,0.14227086183310533,1366,0.04582763337893297,0.019835841313269494,0.9343365253077975
6352,55133,1463,Menomonee Falls,1266,46,34,75,46,117,1463,1.0,0.8653451811346549,0.03144224196855776,0.02323991797676008,0.07997265892002735,1342,0.05126452494873548,0.03144224196855776,0.9172932330827067
6353,55133,1519,Menomonee Falls,1268,44,47,72,35,160,1519,1.0,0.8347597103357473,0.028966425279789335,0.030941408821593155,0.10533245556287031,1412,0.04739960500329164,0.02304147465437788,0.9295589203423305
6354,55133,1532,Menomonee Falls,1215,56,45,75,37,216,1532,1.0,0.7930809399477807,0.03655352480417755,0.0293733681462141,0.1409921671018277,1420,0.0489556135770235,0.024151436031331592,0.9268929503916449
6355,55133,1054,Menomonee Falls,838,38,20,54,13,158,1054,1.0,0.7950664136622391,0.036053130929791274,0.018975332068311195,0.14990512333965844,987,0.051233396584440226,0.012333965844402278,0.9364326375711575
6356,55133,1420,Menomonee Falls,1209,34,34,68,44,143,1420,1.0,0.8514084507042253,0.023943661971830985,0.023943661971830985,0.10070422535211268,1308,0.04788732394366197,0.030985915492957747,0.9211267605633803
6357,55133,599,Merton,552,9,8,22,12,30,599,1.0,0.9215358931552587,0.015025041736227046,0.01335559265442404,0.05008347245409015,565,0.03672787979966611,0.02003338898163606,0.9432387312186978
6358,55133,615,Merton,595,3,1,24,13,16,615,1.0,0.967479674796748,0.004878048780487805,0.0016260162601626016,0.026016260162601626,578,0.03902439024390244,0.02113821138211382,0.9398373983739837
6359,55133,679,Merton,634,7,19,25,14,19,679,1.0,0.9337260677466863,0.010309278350515464,0.027982326951399118,0.027982326951399118,640,0.036818851251840944,0.020618556701030927,0.9425625920471281
6360,55133,422,Merton,390,6,6,10,5,20,422,1.0,0.9241706161137441,0.014218009478672985,0.014218009478672985,0.04739336492890995,407,0.023696682464454975,0.011848341232227487,0.9644549763033176
6361,55133,120,Merton,99,1,8,2,0,12,120,1.0,0.825,0.008333333333333333,0.06666666666666667,0.1,118,0.016666666666666666,0.0,0.9833333333333333
6363,55133,785,Merton,751,7,4,29,13,23,785,1.0,0.956687898089172,0.008917197452229299,0.005095541401273885,0.02929936305732484,743,0.03694267515923567,0.016560509554140127,0.9464968152866242
6364,55133,816,Merton,781,6,8,28,13,21,816,1.0,0.9571078431372549,0.007352941176470588,0.00980392156862745,0.025735294117647058,775,0.03431372549019608,0.015931372549019607,0.9497549019607843
6365,55133,740,Merton,693,3,13,27,12,31,740,1.0,0.9364864864864865,0.004054054054054054,0.01756756756756757,0.041891891891891894,701,0.03648648648648649,0.016216216216216217,0.9472972972972973
6366,55133,640,Merton,605,1,9,27,14,25,640,1.0,0.9453125,0.0015625,0.0140625,0.0390625,599,0.0421875,0.021875,0.9359375
6367,55133,634,Merton,594,7,11,27,14,22,634,1.0,0.9369085173501577,0.011041009463722398,0.017350157728706624,0.03470031545741325,593,0.04258675078864353,0.022082018927444796,0.9353312302839116
6368,55133,582,Merton,556,2,8,26,13,16,582,1.0,0.9553264604810997,0.003436426116838488,0.013745704467353952,0.027491408934707903,543,0.044673539518900345,0.022336769759450172,0.9329896907216495
6369,55133,690,Merton,654,3,18,28,12,15,690,1.0,0.9478260869565217,0.004347826086956522,0.02608695652173913,0.021739130434782608,650,0.04057971014492753,0.017391304347826087,0.9420289855072463
6370,55133,701,Merton,665,2,12,26,11,22,701,1.0,0.948644793152639,0.0028530670470756064,0.017118402282453638,0.03138373751783167,664,0.037089871611982884,0.015691868758915834,0.9472182596291013
6371,55133,600,Merton,567,9,6,21,9,18,600,1.0,0.945,0.015,0.01,0.03,570,0.035,0.015,0.95
6372,55133,312,Merton,302,1,4,14,7,5,312,1.0,0.967948717948718,0.003205128205128205,0.01282051282051282,0.016025641025641024,291,0.04487179487179487,0.022435897435897436,0.9326923076923077
6375,55133,599,Mukwonago,571,0,12,28,18,16,599,1.0,0.9532554257095158,0.0,0.02003338898163606,0.02671118530884808,553,0.04674457429048414,0.03005008347245409,0.9232053422370617
