SD-63878,POCVAP20_pct,BVAP20_pct,HVAP20_pct,AMINVAP20_pct,LG18P_Barnes,LG18P_Kober,GOV18P_Evers,GOV18P_Mitchell,SOS18P_LaFollette,SOS18P_Martin
15,0.15979150076015347,0.04115688119887063,0.0710924491421125,0.0024686889162383262,0.641429269165486,0.3585707308345141,0.739464915110361,0.2605350848896389,0.7146830899927751,0.2853169100072249
16,0.1808008138943391,0.0469660635128261,0.0614199549451348,0.0023835477072887143,0.7283016981742183,0.27169830182578164,0.7519317678621981,0.2480682321378019,0.6624403314383805,0.33755966856161945
17,0.06230027329120691,0.008213196061136255,0.024697427592290006,0.0018219413797590988,0.6455918883835601,0.3544081116164399,0.8310945265973114,0.16890547340268863,0.7056896368328827,0.2943103631671173
18,0.11860010708499347,0.031770865928197424,0.03613770852021055,0.005263853251837481,0.603034432509182,0.3969655674908179,0.8548705322434382,0.14512946775656174,0.6845978572215607,0.3154021427784392
19,0.14882003531867072,0.019366890935360995,0.05322611246515565,0.005757527109268962,0.656754151570126,0.34324584842987416,0.8722052350587836,0.12779476494121653,0.6381663137077787,0.36183368629222146
20,0.08988788086271826,0.016354273650576286,0.0375727490585416,0.0031952527673171287,0.5290455100441733,0.4709544899558266,0.7921752502266137,0.20782474977338639,0.7075816942905278,0.2924183057094723
21,0.1341477224471308,0.021749285168303937,0.0458129264218781,0.0027460861195255214,0.6025735155233837,0.39742648447661627,0.70414306002877,0.2958569399712299,0.7102242695686117,0.2897757304313882
22,0.24560220875614036,0.06909534224963247,0.11926566029617412,0.0026748897414751336,0.6145944785230071,0.38540552147699286,0.6917157485971336,0.3082842514028664,0.6739888367712464,0.32601116322875356
23,0.09314495772925391,0.01277721290377628,0.020477670096202386,0.004486600635661009,0.6482188295165394,0.3517811704834606,0.897078804347826,0.10292119565217392,0.6865189289012004,0.31348107109879964
24,0.09038148929547263,0.012790094421194617,0.031549821879431394,0.006004219555217376,0.605988860760749,0.39401113923925096,0.8426115643169241,0.15738843568307587,0.7184931560684689,0.28150684393153114
25,0.10864987557086991,0.005052369622884021,0.012873629228539393,0.0501271638362458,0.633053712201884,0.366946287798116,0.8430921747859857,0.15690782521401414,0.6701894548386758,0.3298105451613243
26,0.25907411289899895,0.052931233293149534,0.06313223963520101,0.0027255097227317994,0.8109590150705258,0.18904098492947416,0.7635519732955679,0.2364480267044322,0.543414774122908,0.45658522587709216
27,0.20479623575598804,0.044202443583248534,0.06673306054111007,0.002020683135234219,0.7285990900956184,0.2714009099043816,0.7859383122664975,0.21406168773350265,0.636442573602286,0.36355742639771405
28,0.2728063229929587,0.04653875519610893,0.14360348386731894,0.006164635353335407,0.6401400481257704,0.35985995187422953,0.6664143270672228,0.3335856729327773,0.7105906112128147,0.2894093887871852
29,0.09816390375113293,0.006644154021577055,0.029536882729585125,0.0032891851591965618,0.6212475022583367,0.37875249774166336,0.9171186395502836,0.08288136044971635,0.718347434967688,0.281652565032312
30,0.1933311444310678,0.02997336835576958,0.06691474225675824,0.037926379920469884,0.6100965302273914,0.3899034697726087,0.8439144696575411,0.15608553034245884,0.6650025679332451,0.334997432066755
31,0.08230169153371947,0.006810630037103221,0.0320580446530454,0.008748322460725846,0.5834620024781375,0.4165379975218625,0.8988919338318813,0.10110806616811881,0.6825065676239392,0.3174934323760607
32,0.10031974993547643,0.013012245132058156,0.02625390725818015,0.005169051647500788,0.6357981494440557,0.36420185055594434,0.8597972972972973,0.14020270270270271,0.684351089937924,0.31564891006207596
33,0.07541263721668212,0.005951739932657032,0.026915648983752972,0.001809214068793211,0.6470170337670723,0.3529829662329277,0.7531629801521132,0.24683701984788672,0.6929071343508606,0.3070928656491394
