,COUNTYFP20,VAP,Precinct,WVAP,BVAP,HVAP,BMAY21PAG,BMAY21PAC,BMAY21PKJ,BMAY21PMW,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,BMAY21PNone,BMAY21PAG_pct,BMAY21PAC_pct,BMAY21PKJ_pct,BMAY21PMW_pct,BMAY21PNone_pct
1380,025,1899,"WARD 11, PRECINCT 7",924,316,455,33,135,91,312,204,1899,1,0.48657187993680884,0.1664033701948394,0.23959978936282253,0.10742496050552923,1328,0.017377567140600316,0.07109004739336493,0.047919957872564506,0.16429699842022116,0.6993154291732491
1381,025,1424,"WARD 17, PRECINCT 14",465,644,135,83,170,104,101,180,1424,1,0.3265449438202247,0.45224719101123595,0.09480337078651685,0.12640449438202248,966,0.05828651685393258,0.11938202247191011,0.07303370786516854,0.07092696629213484,0.6783707865168539
1382,025,2048,"WARD 19, PRECINCT 11",484,551,882,31,58,109,180,131,2048,1,0.236328125,0.26904296875,0.4306640625,0.06396484375,1670,0.01513671875,0.0283203125,0.05322265625,0.087890625,0.8154296875
1399,025,1180,"WARD 12, PRECINCT 6",53,737,255,11,48,152,35,135,1180,1,0.044915254237288135,0.6245762711864407,0.21610169491525424,0.11440677966101695,934,0.009322033898305085,0.04067796610169491,0.1288135593220339,0.029661016949152543,0.7915254237288135
1400,025,1387,"WARD 5, PRECINCT 11",1176,25,72,56,85,20,126,114,1387,1,0.8478731074260994,0.01802451333813987,0.05191059841384282,0.0821917808219178,1100,0.04037490987743331,0.061283345349675555,0.014419610670511895,0.09084354722422494,0.7930785868781542
1401,025,2203,"WARD 10, PRECINCT 7",363,527,1095,29,57,102,142,218,2203,1,0.16477530640036314,0.2392192464820699,0.4970494779845665,0.09895596913300045,1873,0.013163867453472538,0.025873808443032227,0.0463004993191103,0.06445755787562416,0.8502042669087608
1402,025,2934,"WARD 21, PRECINCT 13",1781,103,214,67,58,154,229,836,2934,1,0.6070211315610089,0.03510565780504431,0.07293796864349011,0.2849352419904567,2426,0.02283571915473756,0.019768234492160874,0.05248807089297887,0.07805044308111793,0.8268575323790047
1403,025,2685,"WARD 12, PRECINCT 2",93,1528,810,18,97,271,72,254,2685,1,0.034636871508379886,0.5690875232774674,0.3016759776536313,0.09459962756052141,2227,0.0067039106145251395,0.036126629422718805,0.10093109869646183,0.026815642458100558,0.8294227188081936
1404,025,1245,"WARD 12, PRECINCT 9",41,744,376,5,60,132,45,84,1245,1,0.03293172690763052,0.5975903614457831,0.30200803212851407,0.06746987951807229,1003,0.004016064257028112,0.04819277108433735,0.10602409638554217,0.03614457831325301,0.8056224899598393
1405,025,1620,"WARD 14, PRECINCT 3",13,815,654,6,43,125,45,138,1620,1,0.008024691358024692,0.5030864197530864,0.40370370370370373,0.08518518518518518,1401,0.003703703703703704,0.02654320987654321,0.07716049382716049,0.027777777777777776,0.8648148148148148
1406,025,1779,"WARD 13, PRECINCT 8",992,149,148,117,50,29,94,490,1779,1,0.5576166385609893,0.0837549184935357,0.08319280494659921,0.27543563799887577,1489,0.0657672849915683,0.028105677346824058,0.016301292861157952,0.05283867341202923,0.8369870713884204
1407,025,2004,"WARD 6, PRECINCT 7",1847,12,49,272,59,19,69,96,2004,1,0.9216566866267465,0.005988023952095809,0.02445109780439122,0.04790419161676647,1585,0.13572854291417166,0.02944111776447106,0.009481037924151697,0.0344311377245509,0.7909181636726547
1408,025,1849,"WARD 6, PRECINCT 8",1722,8,67,272,35,17,77,52,1849,1,0.9313142239048134,0.004326663061114116,0.03623580313683072,0.028123309897241752,1448,0.14710654407787993,0.018929150892374257,0.009194159004867496,0.04164413196322336,0.7831260140616549
1409,025,1372,"WARD 19, PRECINCT 13",534,312,445,46,60,74,138,81,1372,1,0.3892128279883382,0.22740524781341107,0.32434402332361517,0.05903790087463557,1054,0.033527696793002916,0.043731778425655975,0.05393586005830904,0.10058309037900874,0.7682215743440233
1410,025,1791,"WARD 15, PRECINCT 5",91,755,451,21,69,116,43,494,1791,1,0.05080960357342267,0.42155220547180344,0.2518146286990508,0.2758235622557231,1542,0.011725293132328308,0.038525963149078725,0.06476828587381352,0.02400893355667225,0.8609715242881072
1411,025,882,"WARD 8, PRECINCT 4",49,365,385,4,27,79,30,83,882,1,0.05555555555555555,0.41383219954648526,0.4365079365079365,0.09410430839002268,742,0.0045351473922902496,0.030612244897959183,0.08956916099773243,0.034013605442176874,0.8412698412698413
1412,025,1829,"WARD 18, PRECINCT 22",827,385,482,278,116,98,232,135,1829,1,0.45215965008201203,0.21049753963914708,0.263531984691088,0.07381082558775287,1105,0.15199562602515035,0.0634226353198469,0.05358119190814653,0.1268452706396938,0.6041552761071624
1413,025,961,"WARD 20, PRECINCT 13",846,24,39,246,59,34,161,52,961,1,0.8803329864724245,0.02497398543184183,0.04058272632674298,0.054110301768990635,461,0.2559833506763788,0.061394380853277836,0.03537981269510926,0.1675338189386056,0.4797086368366285
1414,025,2639,"WARD 21, PRECINCT 11",1728,81,175,25,54,29,178,655,2639,1,0.6547934823796893,0.030693444486547934,0.06631299734748011,0.24820007578628267,2353,0.009473285335354301,0.02046229632436529,0.01098901098901099,0.06744979158772262,0.8916256157635468
1415,025,1273,"WARD 14, PRECINCT 13",20,882,249,11,73,120,30,122,1273,1,0.015710919088766692,0.6928515318146111,0.19560094265514533,0.09583660644147683,1039,0.00864100549882168,0.05734485467399843,0.09426551453260015,0.02356637863315004,0.8161822466614297
1416,025,1299,"WARD 11, PRECINCT 1",514,383,221,13,72,94,85,181,1299,1,0.39568899153194764,0.29484218629715164,0.17013086989992302,0.13933795227097767,1035,0.010007698229407237,0.05542725173210162,0.07236335642802155,0.06543494996150885,0.7967667436489607
1417,025,1250,"WARD 17, PRECINCT 5",30,773,327,15,52,95,23,120,1250,1,0.024,0.6184,0.2616,0.096,1065,0.012,0.0416,0.076,0.0184,0.852
1418,025,1130,"WARD 17, PRECINCT 2",88,525,201,13,66,76,29,316,1130,1,0.07787610619469026,0.4646017699115044,0.17787610619469027,0.27964601769911507,946,0.011504424778761062,0.0584070796460177,0.06725663716814159,0.02566371681415929,0.8371681415929203
1419,025,1037,"WARD 17, PRECINCT 9",389,364,129,25,205,80,71,155,1037,1,0.3751205400192864,0.3510125361620058,0.12439729990356799,0.14946962391513982,656,0.024108003857280617,0.19768563162970107,0.07714561234329798,0.06846673095467695,0.6325940212150434
1420,025,825,"WARD 17, PRECINCT 11",185,396,111,15,71,53,31,133,825,1,0.22424242424242424,0.48,0.13454545454545455,0.16121212121212122,655,0.01818181818181818,0.08606060606060606,0.06424242424242424,0.037575757575757575,0.793939393939394
1423,025,1711,"WARD 16, PRECINCT 11",1062,239,116,331,90,61,92,294,1711,1,0.6206896551724138,0.1396843950905903,0.06779661016949153,0.17182933956750437,1137,0.1934541203974284,0.052600818234950324,0.03565166569257744,0.05376972530683811,0.6645236703682057
1424,025,2077,"WARD 1, PRECINCT 12",1032,47,784,208,38,38,103,214,2077,1,0.496870486278286,0.02262879152623977,0.37746750120365913,0.10303322099181512,1690,0.10014443909484834,0.0182956186807896,0.0182956186807896,0.0495907558979297,0.8136735676456428
1425,025,1903,"WARD 18, PRECINCT 12",578,725,453,105,85,132,157,147,1903,1,0.30373095112979503,0.3809774040987914,0.23804519180241723,0.07724645296899632,1424,0.055176037834997374,0.04466631634261692,0.06936416184971098,0.08250131371518654,0.7482921702574882
1426,025,2609,"WARD 18, PRECINCT 1",166,1660,555,42,194,281,58,228,2609,1,0.06362591031046377,0.6362591031046378,0.21272518206209276,0.08738980452280568,2034,0.01609812188577999,0.07435799156765044,0.1077041011881947,0.022230739747029514,0.7796090456113454
1427,025,2325,"WARD 18, PRECINCT 4",57,1815,272,27,125,238,84,181,2325,1,0.024516129032258065,0.7806451612903226,0.11698924731182796,0.0778494623655914,1851,0.011612903225806452,0.053763440860215055,0.10236559139784947,0.03612903225806452,0.7961290322580645
1428,025,1473,"WARD 22, PRECINCT 11",995,50,123,77,37,17,135,305,1473,1,0.6754921928038018,0.03394433129667346,0.0835030549898167,0.20706042090970808,1207,0.05227427019687712,0.025118805159538356,0.011541072640868975,0.09164969450101833,0.8194161575016972
1429,025,2039,"WARD 22, PRECINCT 8",1303,82,135,63,34,23,161,519,2039,1,0.6390387444825895,0.04021579205492889,0.06620892594409024,0.2545365375183914,1758,0.03089749877390878,0.016674840608141245,0.011280039234919078,0.07896027464443355,0.8621873467385973
1430,025,2703,"WARD 22, PRECINCT 3",1875,58,264,91,69,40,208,506,2703,1,0.6936736958934517,0.02145763965963744,0.097669256381798,0.18719940806511284,2295,0.03366629670736219,0.025527192008879023,0.014798372179060304,0.07695153533111358,0.8490566037735849
1431,025,1888,"WARD 22, PRECINCT 4",1302,67,143,56,58,33,190,376,1888,1,0.6896186440677966,0.03548728813559322,0.07574152542372882,0.19915254237288135,1551,0.029661016949152543,0.03072033898305085,0.017478813559322032,0.10063559322033898,0.8215042372881356
1432,025,1992,"WARD 8, PRECINCT 3",342,718,567,4,61,79,44,365,1992,1,0.1716867469879518,0.3604417670682731,0.28463855421686746,0.18323293172690763,1804,0.002008032128514056,0.030622489959839357,0.03965863453815261,0.02208835341365462,0.9056224899598394
1433,025,2242,"WARD 3, PRECINCT 2",1963,27,100,95,57,31,137,152,2242,1,0.8755575379125781,0.012042818911685994,0.04460303300624442,0.06779661016949153,1922,0.0423728813559322,0.025423728813559324,0.013826940231935772,0.061106155218554864,0.8572702943800179
1434,025,2429,"WARD 21, PRECINCT 12",1617,97,185,43,67,75,107,530,2429,1,0.6657060518731989,0.03993412927130506,0.07616303005351997,0.21819678880197613,2137,0.0177027583367641,0.027583367641004528,0.03087690407575134,0.04405104981473858,0.8797859201317415
1435,025,2097,"WARD 20, PRECINCT 15",1428,137,225,324,53,46,205,307,2097,1,0.6809728183118741,0.0653314258464473,0.1072961373390558,0.14639961850262279,1469,0.15450643776824036,0.025274201239866477,0.021936099189318072,0.0977587029089175,0.7005245588936576
1436,025,2335,"WARD 7, PRECINCT 3",2160,4,87,341,57,28,124,84,2335,1,0.9250535331905781,0.0017130620985010706,0.037259100642398284,0.035974304068522485,1785,0.14603854389721627,0.024411134903640257,0.011991434689507495,0.05310492505353319,0.7644539614561028
1437,025,1732,"WARD 19, PRECINCT 4",1264,82,234,35,205,87,319,152,1732,1,0.7297921478060047,0.04734411085450346,0.1351039260969977,0.08775981524249422,1086,0.02020785219399538,0.11836027713625866,0.05023094688221709,0.18418013856812934,0.6270207852193995
1438,025,2729,"WARD 3, PRECINCT 4",2246,57,170,118,53,20,186,256,2729,1,0.8230120923415171,0.02088677171124954,0.062293880542323196,0.09380725540491022,2352,0.04323928178820081,0.01942103334554782,0.007328691828508612,0.06815683400513009,0.8618541590326126
1439,025,5527,"WARD 4, PRECINCT 8",3177,439,531,29,43,51,114,1380,5527,1,0.5748145467703999,0.07942826126289126,0.09607381943187986,0.24968337253482903,5290,0.005246969422833364,0.0077799891442011946,0.009227428984982812,0.02062601773113805,0.9571195947168446
1440,025,3678,"WARD 2, PRECINCT 2",2050,327,576,163,114,89,281,725,3678,1,0.5573681348559,0.08890701468189233,0.1566068515497553,0.1971179989124524,3031,0.044317563893420335,0.03099510603588907,0.024197933659597607,0.07640021750951605,0.824089178901577
1441,025,879,"WARD 19, PRECINCT 9",690,33,53,17,124,40,191,103,879,1,0.7849829351535836,0.03754266211604096,0.06029579067121729,0.11717861205915814,507,0.019340159271899887,0.1410693970420933,0.04550625711035267,0.21729237770193402,0.5767918088737202
1442,025,3424,"WARD 13, PRECINCT 3",1040,450,613,34,41,49,73,1321,3424,1,0.3037383177570093,0.1314252336448598,0.1790303738317757,0.38580607476635514,3227,0.009929906542056074,0.01197429906542056,0.014310747663551402,0.021320093457943924,0.9424649532710281
1443,025,1347,"WARD 4, PRECINCT 3",933,183,72,51,118,61,184,159,1347,1,0.6926503340757239,0.1358574610244989,0.053452115812917596,0.11804008908685969,933,0.0378619153674833,0.08760207869339272,0.04528582034149963,0.13659985152190052,0.6926503340757239
1444,025,6526,"WARD 5, PRECINCT 10",3870,333,691,32,66,36,135,1632,6526,1,0.5930125651241189,0.05102666258044744,0.10588415568495249,0.25007661661048114,6257,0.004903463070793748,0.010113392583512106,0.0055163959546429666,0.020686484829911124,0.9587802635611401
1445,025,1326,"WARD 18, PRECINCT 14",165,597,494,35,63,105,56,70,1326,1,0.1244343891402715,0.4502262443438914,0.37254901960784315,0.05279034690799397,1067,0.026395173453996983,0.04751131221719457,0.07918552036199095,0.042232277526395176,0.8046757164404224
